,index,PER_percentile,TS%_percentile,ORB%_percentile,DRB%_percentile,AST%_percentile,STL%_percentile,BLK%_percentile,TOV%_percentile,WS_percentile,3P%_percentile,2P%_percentile,FT%_percentile,PTS_percentile,MP_percentile,Player Name,Main Percentile,Adjusted Percentile
0,733,0.4148936170212766,0.6804635761589404,0.7021276595744681,0.7618657937806874,0.516366612111293,0.24386252045826515,0.5237315875613748,0.5948844884488449,0.5360065466448445,0.47766990291262135,0.8696013289036545,0.5215889464594128,0.5597381342062193,0.5220949263502455,Pero Antic,0.49352004761612694,0.44672673086301995
1,735,0.6448445171849427,0.7690397350993378,0.7553191489361702,0.8494271685761048,0.4001636661211129,0.46890343698854337,0.9509001636661211,0.5404290429042904,0.7741407528641571,0.07961165048543689,0.8629568106312292,0.25302245250431776,0.602291325695581,0.6563011456628478,Elton Brand,0.530069991443823,0.7861745477359089
2,736,0.6309328968903437,0.8418874172185431,0.632569558101473,0.55810147299509,0.46481178396072015,0.837152209492635,0.4148936170212766,0.2079207920792079,0.8911620294599017,0.6699029126213593,0.8795681063122923,0.5734024179620034,0.7913256955810147,0.8805237315875614,DeMarre Carroll,0.5595753939797241,1.060198073571755
3,737,0.016366612111292964,0.05132450331125828,0.036824877250409165,0.03600654664484452,0.7962356792144026,0.03927986906710311,0.06464811783960721,0.9933993399339934,0.07201309328968904,0.07961165048543689,0.9983388704318937,0.009499136442141624,0.03518821603927987,0.057283142389525366,Jared Cunningham,0.21524910080409015,-2.1376401792420725
4,738,0.9680851063829787,0.8940397350993378,0.7553191489361702,0.8453355155482815,0.70949263502455,0.46890343698854337,0.8780687397708674,0.4207920792079208,0.70949263502455,0.6825242718446602,0.9235880398671097,0.32124352331606215,0.67430441898527,0.5335515548281505,Al Horford,0.6167459523997535,1.5911543272001811
5,739,0.09165302782324058,0.17135761589403972,0.31751227495908346,0.5220949263502455,0.5409165302782324,0.08183306055646482,0.32078559738134205,0.8688118811881188,0.07201309328968904,0.2504854368932039,0.6852159468438538,0.9827288428324698,0.18576104746317512,0.18085106382978725,John Jenkins,0.3394112854502106,-0.9845171343755276
6,740,0.6039279869067103,0.9817880794701986,0.12111292962356793,0.4459901800327332,0.6595744680851063,0.5261865793780688,0.455810147299509,0.5321782178217822,0.8985270049099836,0.9553398058252427,0.5539867109634552,0.9481865284974094,0.8101472995090017,0.8903436988543372,Kyle Korver,0.5661837292215179,1.1215712177157222
7,741,0.5671031096563012,0.4379139072847682,0.19639934533551553,0.3453355155482815,0.9222585924713584,0.630114566284779,0.13502454991816695,0.5734323432343235,0.648936170212766,0.5310679611650485,0.4742524916943522,0.8825561312607945,0.6775777414075287,0.679214402618658,Shelvin Mack,0.46813149503159884,0.21093734664377095
8,742,0.3567921440261866,0.7433774834437086,0.2176759410801964,0.4869067103109656,0.2635024549918167,0.5810147299509002,0.4148936170212766,0.23597359735973597,0.4885433715220949,0.7834951456310679,0.40780730897009965,0.5094991364421416,0.5204582651391162,0.4877250409165303,Cartier Martin,0.4006626603926205,-0.4156613899541442
9,743,0.94189852700491,0.6804635761589404,0.7021276595744681,0.8666121112929623,0.7307692307692307,0.9058919803600655,0.7970540098199672,0.5016501650165016,0.9304418985270049,0.6378640776699029,0.606312292358804,0.43436960276338515,0.9541734860883797,0.911620294599018,Paul Millsap,0.6459752411603014,1.862613520278253
10,744,0.34942716857610473,0.25248344370860926,0.8036006546644845,0.7504091653027823,0.2037643207855974,0.13011456628477905,0.8846153846153846,0.5016501650165016,0.2774140752864157,0.07961165048543689,0.3230897009966777,0.9827288428324698,0.251227495908347,0.22667757774140754,Mike Muscala,0.38600910896423934,-0.5517523252849229
11,745,0.12438625204582651,0.16225165562913907,0.31751227495908346,0.5752864157119476,0.23404255319148937,0.20049099836333878,0.6595744680851063,0.75,0.07201309328968904,0.38058252427184464,0.11710963455149502,0.49222797927461137,0.11538461538461539,0.09738134206219312,James Nunnally,0.2800574976505458,-1.5357495462969364
12,747,0.10965630114566285,0.13327814569536423,0.09410801963993454,0.2888707037643208,0.837152209492635,0.4034369885433715,0.06464811783960721,0.9216171617161716,0.0057283142389525366,0.26310679611650484,0.23837209302325582,0.30569948186528495,0.40180032733224225,0.4206219312602291,Dennis Schroder,0.2711649773608872,-1.6183364474711905
13,748,0.7324058919803601,0.7632450331125827,0.6047463175122749,0.6759410801963993,0.46481178396072015,0.24386252045826515,0.2733224222585925,0.22277227722772278,0.6865793780687398,0.4077669902912621,0.9111295681063123,0.5941278065630398,0.7741407528641571,0.6775777414075287,Mike Scott,0.49032345484002854,0.41703923135841
14,749,0.853518821603928,0.6473509933774835,0.19639934533551553,0.11865793780687398,0.9795417348608838,0.6693944353518821,0.32078559738134205,0.7112211221122112,0.8649754500818331,0.4854368932038835,0.5008305647840532,0.8350604490500864,0.9525368248772504,0.9279869067103109,Jeff Teague,0.5423806779884818,0.9005067527726864
15,750,0.6644844517184942,0.6928807947019867,0.0851063829787234,0.20867430441898527,0.8576104746317512,0.5810147299509002,0.1685761047463175,0.5445544554455446,0.6865793780687398,0.5592233009708738,0.37209302325581395,0.8436960276338514,0.720949263502455,0.6677577741407529,Lou Williams,0.4656961794682958,0.18832000541728777
16,1971,0.7135842880523732,0.7036423841059603,0.7471358428805237,0.6178396072013094,0.2945990180032733,0.16448445171849427,0.7847790507364976,0.28465346534653463,0.8584288052373159,0.5106796116504855,0.606312292358804,0.8704663212435233,0.8346972176759411,0.8657937806873978,Brandon Bass,0.532753490414069,0.8110968259020493
17,1972,0.4950900163666121,0.4544701986754967,0.17921440261865793,0.12929623567921442,0.8109656301145662,0.7520458265139116,0.220949263502455,0.4793729372937294,0.5360065466448445,0.8339805825242719,0.2599667774086379,0.6778929188255614,0.5981996726677578,0.563011456628478,Jerryd Bayless,0.42849673392238113,-0.15715988475628317
18,1973,0.040098199672667756,0.08195364238410596,0.036824877250409165,0.8927986906710311,0.5548281505728314,0.03927986906710311,0.06464811783960721,0.9463696369636964,0.07201309328968904,0.07961165048543689,0.979235880398671,0.02158894645941278,0.054009819967266774,0.04582651391162029,Vander Blue,0.2575507050014619,-1.744775356721113
19,1975,0.5212765957446809,0.4379139072847682,0.4230769230769231,0.3788870703764321,0.4001636661211129,0.630114566284779,0.32078559738134205,0.19306930693069307,0.5957446808510638,0.8339805825242719,0.3803986710963455,0.6822107081174439,0.823240589198036,0.7594108019639935,Avery Bradley,0.4413908576658595,-0.03740916295364155
20,1976,0.3404255319148936,0.4544701986754967,0.17921440261865793,0.972176759410802,0.4410801963993453,0.13011456628477905,0.5540098199672667,0.8250825082508251,0.14729950900163666,0.9689320388349515,0.09634551495016612,0.6183074265975821,0.16202945990180032,0.11947626841243862,MarShon Brooks,0.3926325288538802,-0.4902390865130649
21,1977,0.7594108019639935,0.5281456953642384,0.2176759410801964,0.29541734860883795,0.9500818330605565,0.5261865793780688,0.1685761047463175,0.551980198019802,0.6620294599018003,0.43786407766990293,0.46677740863787376,0.8937823834196891,0.6726677577741408,0.602291325695581,Jordan Crawford,0.4753730393083612,0.2781912501551816
22,1978,0.3657937806873977,0.3716887417218543,0.8158756137479541,0.823240589198036,0.2037643207855974,0.5261865793780688,0.9214402618657938,0.8688118811881188,0.3158756137479542,0.38058252427184464,0.6004983388704319,0.25302245250431776,0.3780687397708674,0.3657937806873977,Vitor Faverani,0.4549899625158825,0.08888888211388188
23,1979,0.5564648117839607,0.48923841059602646,0.2986906710310966,0.5155482815057283,0.42225859247135844,0.24386252045826515,0.599836333878887,0.30198019801980197,0.7545008183306056,0.554368932038835,0.35714285714285715,0.6459412780656304,0.9607201309328969,0.9754500818330606,Jeff Green,0.44670358908372987,0.011931407579918653
24,1980,0.8854337152209493,0.7185430463576159,0.8445171849427169,0.9050736497545008,0.40916530278232405,0.3404255319148936,0.8641571194762684,0.28465346534653463,0.7995090016366612,0.07961165048543689,0.7167774086378738,0.7167530224525043,0.6980360065466449,0.646481178396072,Kris Humphries,0.5508437403703282,0.9791051786175979
25,1981,0.34942716857610473,0.6208609271523179,0.5597381342062193,0.279050736497545,0.2684124386252046,0.6693944353518821,0.2733224222585925,0.10808580858085809,0.5360065466448445,0.5398058252427185,0.5789036544850499,0.8721934369602763,0.46481178396072015,0.47381342062193127,Chris Johnson,0.40800088790282224,-0.34750956679957573
26,1982,0.6890343698854338,0.8278145695364238,0.2397708674304419,0.24468085106382978,0.5662847790507365,0.7520458265139116,0.6268412438625205,0.3424092409240924,0.4664484451718494,0.9378640776699029,0.7591362126245847,0.7383419689119171,0.44189852700491,0.37479541734860883,Courtney Lee,0.508838065310037,0.5889887187207942
27,1983,0.7225859247135843,0.6879139072847682,0.8747954173486089,0.7561374795417348,0.6505728314238952,0.4034369885433715,0.6595744680851063,0.7037953795379538,0.7184942716857611,0.6077669902912621,0.6852159468438538,0.7107081174438687,0.7103109656301145,0.6530278232405892,Kelly Olynyk,0.5927539125582588,1.3683346811587143
28,1984,0.23158756137479541,0.0695364238410596,0.25777414075286414,0.1890343698854337,0.9476268412438625,0.9574468085106383,0.220949263502455,0.943069306930693,0.22831423895253683,0.2970873786407767,0.08637873754152824,0.24438687392055267,0.43453355155482815,0.5859247135842881,Phil Pressey,0.340515033110135,-0.9742663735178327
29,1985,0.7324058919803601,0.18625827814569537,0.35515548281505727,0.648936170212766,0.9983633387888707,0.7847790507364976,0.1685761047463175,0.8836633663366337,0.4885433715220949,0.3553398058252427,0.3181063122923588,0.21761658031088082,0.5540098199672667,0.5515548281505729,Rajon Rondo,0.44611690491200284,0.006482735422570197
30,1986,0.8085106382978723,0.32781456953642385,0.94189852700491,0.823240589198036,0.5261865793780688,0.20049099836333878,0.707037643207856,0.26485148514851486,0.79050736497545,0.3058252427184466,0.5290697674418605,0.582901554404145,0.8576104746317512,0.8101472995090017,Jared Sullinger,0.5110630289537783,0.6096524728171069
31,1987,0.3019639934533552,0.6655629139072847,0.4132569558101473,0.55810147299509,0.6980360065466449,0.9173486088379705,0.455810147299509,0.9620462046204621,0.5180032733224222,0.37475728155339805,0.9385382059800664,0.05699481865284974,0.5008183306055647,0.6595744680851063,Gerald Wallace,0.4907492142389844,0.4209933577770437
32,2058,0.27086743044189854,0.5281456953642384,0.40180032733224225,0.20867430441898527,0.3469721767594108,0.46890343698854337,0.32078559738134205,0.23597359735973597,0.5842880523731587,0.5398058252427185,0.4742524916943522,0.5941278065630398,0.6873977086743044,0.7414075286415712,Alan Anderson,0.37746629670626464,-0.6310914067509548
33,2059,0.9091653027823241,0.5753311258278145,0.7921440261865794,0.7937806873977087,0.6407528641571195,0.867430441898527,0.7389525368248773,0.4430693069306931,0.7806873977086743,0.32427184466019415,0.643687707641196,0.46286701208981,0.7986906710310966,0.707037643207856,Andray Blatche,0.5847220616757743,1.293741016655132
34,2060,0.0851063829787234,0.2673841059602649,0.6047463175122749,0.1432078559738134,0.11374795417348608,0.867430441898527,0.32078559738134205,0.8968646864686468,0.22831423895253683,0.07961165048543689,0.8106312292358804,0.49222797927461137,0.1407528641571195,0.1955810147299509,Jason Collins,0.33672075363017756,-1.009504728250985
35,2062,0.5785597381342062,0.20447019867549668,0.6759410801963993,0.9901800327332242,0.6252045826513911,0.7520458265139116,0.8306055646481179,0.6749174917491749,0.5065466448445172,0.07961165048543689,0.33637873754152825,0.7046632124352331,0.5597381342062193,0.5793780687397708,Kevin Garnett,0.5012575263209905,0.5185864925865434
36,2063,0.22504091653027825,0.5132450331125827,0.17921440261865793,0.22913256955810146,0.8019639934533551,0.8117839607201309,0.220949263502455,0.8366336633663366,0.2774140752864157,0.2757281553398058,0.8106312292358804,0.49222797927461137,0.21849427168576105,0.24713584288052373,Jorge Gutierrez,0.39283063424562487,-0.4883992357309275
37,2064,0.7479541734860884,0.7831125827814569,0.31751227495908346,0.323240589198036,0.7013093289689034,0.24386252045826515,0.220949263502455,0.18564356435643564,0.8486088379705401,0.8650485436893204,0.6112956810631229,0.7271157167530224,0.9296235679214403,0.9345335515548282,Joe Johnson,0.5003517763405446,0.5101745821621546
38,2065,0.48117839607201307,0.5753311258278145,0.7414075286415712,0.4607201309328969,0.6505728314238952,0.867430441898527,0.723404255319149,0.8778877887788779,0.5180032733224222,0.22524271844660193,0.8056478405315615,0.09844559585492228,0.4500818330605565,0.49754500818330605,Andrei Kirilenko,0.4983569173407207,0.4916478633345773
39,2066,0.6808510638297872,0.7119205298013245,0.5425531914893617,0.35597381342062195,0.8076923076923077,0.8919803600654664,0.599836333878887,0.6749174917491749,0.8216039279869067,0.19611650485436893,0.6004983388704319,0.7806563039723662,0.7250409165302782,0.7962356792144026,Shaun Livingston,0.5593094056094189,1.057727777802237
40,2067,0.9869067103109657,0.9710264900662252,0.7872340425531915,0.544189852700491,0.27577741407528644,0.20049099836333878,0.9459901800327333,0.14026402640264027,0.648936170212766,0.07961165048543689,0.9177740863787376,0.7340241796200345,0.5597381342062193,0.38543371522094927,Brook Lopez,0.5194642623605377,0.6876766786109084
41,2068,0.8387888707037643,0.9163907284768212,0.17921440261865793,0.737315875613748,0.6865793780687398,0.8117839607201309,0.5785597381342062,0.6518151815181518,0.8649754500818331,0.7271844660194174,0.739202657807309,0.7772020725388601,0.8690671031096563,0.8248772504091653,Paul Pierce,0.6252053256940864,1.6697184916325816
42,2069,0.9189852700490998,0.9867549668874173,0.8076923076923077,0.7864157119476268,0.4001636661211129,0.7520458265139116,0.8780687397708674,0.7400990099009901,0.8387888707037643,0.07961165048543689,0.9717607973421927,0.2158894645941278,0.6612111292962357,0.618657937806874,Mason Plumlee,0.6024991607536727,1.4588410644355891
43,2070,0.06546644844517185,0.15894039735099338,0.4918166939443535,0.18085106382978725,0.6595744680851063,0.16448445171849427,0.36661211129296234,0.9702970297029703,0.04091653027823241,0.07961165048543689,0.957641196013289,0.038860103626943004,0.1407528641571195,0.16366612111292964,Tornike Shengelia,0.2877216672620574,-1.4645706231490496
44,2071,0.10065466448445172,0.10182119205298014,0.15057283142389524,0.038461538461538464,0.8240589198036007,0.837152209492635,0.220949263502455,0.9257425742574258,0.008183306055646482,0.2757281553398058,0.10215946843853821,0.6606217616580311,0.27168576104746317,0.26759410801963995,Tyshawn Taylor,0.3011861097345644,-1.3395232188561934
45,2072,0.20703764320785598,0.3990066225165563,0.036824877250409165,0.4492635024549918,0.8690671031096563,0.7847790507364976,0.2733224222585925,0.9645214521452146,0.07201309328968904,0.7368932038834951,0.23089700996677742,0.6286701208981001,0.21849427168576105,0.2225859247135843,Marquis Teague,0.3913860248935731,-0.5018156582868644
46,2073,0.6710310965630114,0.7632450331125827,0.6252045826513911,0.7037643207855974,0.33469721767594107,0.29132569558101473,0.6268412438625205,0.12376237623762376,0.6988543371522095,0.8087378640776699,0.5116279069767442,0.37305699481865284,0.7168576104746317,0.648936170212766,Mirza Teletovic,0.483267085331306,0.3515050889237166
47,2074,0.15384615384615385,0.3658940397350993,0.0851063829787234,0.06955810147299508,0.7127659574468085,0.3404255319148936,0.06464811783960721,0.5948844884488449,0.2774140752864157,0.7601941747572816,0.06727574750830564,0.29015544041450775,0.37152209492635024,0.39198036006546644,Jason Terry,0.2769126871050658,-1.5649561321996244
48,2075,0.7888707037643208,0.6928807947019867,0.4918166939443535,0.35597381342062195,0.4410801963993453,0.837152209492635,0.2733224222585925,0.1353135313531353,0.4885433715220949,0.7679611650485437,0.37209302325581395,0.6606217616580311,0.5253682487725041,0.41243862520458263,Marcus Thornton,0.45539986237279856,0.09269571728229163
49,2076,0.869885433715221,0.7831125827814569,0.09410801963993454,0.1955810147299509,0.9648117839607201,0.867430441898527,0.32078559738134205,0.6311881188118812,0.8772504091653028,0.6951456310679611,0.6852159468438538,0.6683937823834197,0.8379705400981997,0.8166939443535188,Deron Williams,0.5660586201651846,1.1204093008535903
50,2434,0.46481178396072015,0.8940397350993378,0.2397708674304419,0.3993453355155483,0.3862520458265139,0.5261865793780688,0.5785597381342062,0.30198019801980197,0.6620294599018003,0.7893203883495146,0.6852159468438538,0.687392055267703,0.5351882160392799,0.55810147299509,Chris Douglas-Roberts,0.476672823317786,0.2902626461191665
51,2435,0.12929623567921442,0.09602649006622517,0.13584288052373159,0.279050736497545,0.6211129296235679,0.7103109656301145,0.36661211129296234,0.6435643564356436,0.02618657937806874,0.32038834951456313,0.10963455149501661,0.7072538860103627,0.2937806873977087,0.2700490998363339,Ben Gordon,0.2959373839696483,-1.3882693540257685
52,2437,0.5564648117839607,0.4205298013245033,0.16284779050736498,0.48036006546644844,0.6734860883797054,0.29132569558101473,0.5237315875613748,0.17656765676567657,0.7741407528641571,0.587378640776699,0.33637873754152825,0.5276338514680483,0.8952536824877251,0.9050736497545008,Gerald Henderson,0.427073277500547,-0.17037985513662454
53,2438,0.972176759410802,0.5753311258278145,0.6841243862520459,0.9615384615384616,0.6407528641571195,0.46890343698854337,0.7847790507364976,0.07838283828382839,0.9500818330605565,0.22524271844660193,0.7616279069767442,0.3393782383419689,0.9787234042553191,0.9312602291325696,Al Jefferson,0.561402868285087,1.077170251867599
54,2439,0.4500818330605565,0.46771523178807944,0.765139116202946,0.6342062193126022,0.2144026186579378,0.5261865793780688,0.7520458265139116,0.4018151815181518,0.7356792144026186,0.170873786407767,0.5789036544850499,0.19861830742659758,0.6202945990180033,0.6841243862520459,Michael Kidd-Gilchrist,0.4343974778781527,-0.10235830522020847
55,2440,0.6219312602291326,0.6986754966887417,0.532733224222586,0.5220949263502455,0.8330605564648118,0.4034369885433715,0.6595744680851063,0.4018151815181518,0.9238952536824877,0.6601941747572816,0.776578073089701,0.42573402417962003,0.7381342062193126,0.8854337152209493,Josh McRoberts,0.5465238556020366,0.9389854055024375
56,2441,0.6448445171849427,0.8178807947019867,0.07528641571194762,0.15711947626841244,0.630114566284779,0.29132569558101473,0.06464811783960721,0.23597359735973597,0.4885433715220949,0.8757281553398059,0.41943521594684385,0.9602763385146805,0.4582651391162029,0.37643207855973815,Gary Neal,0.40796276009147026,-0.3478636686385987
57,2442,0.9140752864157119,0.7326158940397351,0.07855973813420622,0.1955810147299509,0.9909983633387889,0.9484451718494271,0.220949263502455,0.7813531353135313,0.3707037643207856,0.8533980582524272,0.5789036544850499,0.42055267702936094,0.34124386252045824,0.24468085106382978,Jannero Pargo,0.49515865892879257,0.46194489468318106
58,2443,0.2176759410801964,0.15066225165562913,0.35515548281505727,0.12929623567921442,0.8486088379705401,0.3404255319148936,0.599836333878887,0.6518151815181518,0.2774140752864157,0.38058252427184464,0.31146179401993357,0.1614853195164076,0.2986906710310966,0.3150572831423895,Luke Ridnour,0.31487401204255117,-1.2124004911737862
59,2444,0.6890343698854338,0.4337748344370861,0.25777414075286414,0.1432078559738134,0.8960720130932897,0.4034369885433715,0.2733224222585925,0.551980198019802,0.61620294599018,0.24563106796116504,0.31146179401993357,0.6018998272884283,0.6955810147299509,0.6284779050736498,Ramon Sessions,0.4079586315302608,-0.347902011545389
60,2446,0.11292962356792144,0.11506622516556292,0.40180032733224225,0.12929623567921442,0.24549918166939444,0.29132569558101473,0.36661211129296234,0.16501650165016502,0.04091653027823241,0.3058252427184466,0.23421926910299004,0.13644214162348878,0.43044189852700493,0.41407528641571195,Jeffery Taylor,0.19835939894590932,-2.2944987629493636
